player_id,player_name,contract_type,base_salary_gbp,performance_bonus_gbp,total_package_gbp,contract_length_years,contract_status,release_clause_gbp,value_score,risk_score,salary_band
508,Finn Bracewell,Academy,117000,19000,136000,3,Released,104000,83.2,21.66,High-value starter
509,Heinrich Philander,Overseas,122000,6000,128000,3,Active,182000,80.4,20.36,High-value starter
510,Shan Aslam,Domestic,38000,3000,41000,1,Active,33000,63.7,11.3,Development / squad
511,Wanindu Hasaranga,Domestic,66000,10000,76000,1,Active,38000,68.9,17.68,Strong squad asset
512,Shimron Joseph,Domestic,59000,9000,68000,2,Active,38000,66.9,24.11,Strong squad asset
513,Mark Potts,Overseas,77000,12000,89000,1,Active,46000,72.9,13.27,Strong squad asset
514,Dom Sibley,Domestic,41000,7000,48000,1,Active,51000,62.3,16.32,Development / squad
515,Harry Buttler,Domestic,21000,1000,22000,1,Active,19000,63.8,7.56,Development / squad
516,Stuart Bethell,Overseas,45000,2000,47000,2,Active,47000,68.2,15.79,Strong squad asset
517,Rinku Sharma,Domestic,58000,3000,61000,2,Active,74000,71.7,8.64,Strong squad asset
518,James Wood,Academy,116000,14000,130000,2,Active,77000,77.5,25.69,High-value starter
519,Pat Khawaja,Domestic,79000,7000,86000,1,Active,44000,66.2,15.34,Strong squad asset
520,Colin Mitchell,Domestic,50000,5000,55000,2,Active,28000,73.3,27.15,Strong squad asset
521,Marco Williams,Domestic,106000,16000,122000,2,Active,118000,79.0,14.9,High-value starter
522,Usman Abbasi,Domestic,58000,4000,62000,2,Active,51000,75.0,6.0,Strong squad asset
523,Suranga Kumara,Overseas,78000,13000,91000,2,Active,65000,73.0,14.6,Strong squad asset
524,Jason Powell,Domestic,167000,16000,183000,2,Expiring,117000,85.7,18.92,Elite / overseas-standard
525,Jos Archer,Domestic,74000,5000,79000,1,Active,60000,68.0,8.66,Strong squad asset
526,Tom Stokes,Overseas,61000,11000,72000,2,Active,50000,68.6,10.49,Strong squad asset
527,Jofra Overton,Domestic,30000,5000,35000,1,Active,18000,64.1,25.98,Development / squad
528,Jos Buttler,Academy,54000,10000,64000,1,Active,68000,70.4,9.3,Strong squad asset
529,KL Pant,Academy,46000,5000,51000,1,Active,43000,72.8,15.64,Strong squad asset
530,Craig Woakes,Academy,75000,4000,79000,2,Active,97000,69.8,9.8,Strong squad asset
531,Josh Green,Domestic,116000,16000,132000,2,Active,134000,76.2,27.4,High-value starter
532,Trent Boult,Overseas,124000,20000,144000,2,Active,184000,77.2,25.72,High-value starter
533,Heinrich Coetzee,Overseas,79000,10000,89000,2,Active,112000,73.8,23.12,Strong squad asset
534,Saim Ahmed,Academy,104000,5000,109000,2,Released,124000,79.3,12.13,High-value starter
535,Asitha Dickwella,Academy,39000,5000,44000,1,Expiring,23000,59.1,17.1,Development / squad
536,Shamarh Roach,Overseas,78000,6000,84000,1,Active,51000,69.9,7.53,Strong squad asset
537,Moeen Bethell,Academy,118000,23000,141000,1,Active,106000,75.9,22.38,High-value starter
538,Joe Sibley,Overseas,53000,8000,61000,1,Released,49000,69.2,15.96,Strong squad asset
539,Ollie Woakes,Domestic,60000,3000,63000,1,Active,74000,66.5,17.21,Strong squad asset
540,Jos Roy,Domestic,85000,9000,94000,2,Active,100000,82.9,22.71,High-value starter
541,Shreyas Pant,Overseas,122000,12000,134000,1,Active,73000,75.8,8.79,High-value starter
542,Adil Curran,Domestic,107000,7000,114000,3,Expiring,68000,77.4,35.2,High-value starter
543,Jake Richardson,Domestic,90000,10000,100000,3,Active,88000,80.9,20.86,High-value starter
544,Mark Bracewell,Overseas,68000,4000,72000,2,Active,64000,65.1,23.7,Strong squad asset
545,Rassie Mulder,Domestic,155000,8000,163000,2,Active,81000,90.1,7.04,Elite / overseas-standard
546,Usama Zaman,Academy,96000,6000,102000,3,Active,137000,75.2,34.07,High-value starter
547,Pathum Perera,Academy,85000,6000,91000,2,Active,90000,84.3,18.74,High-value starter
548,Jason Seales,Domestic,36000,3000,39000,1,Active,24000,62.6,8.78,Development / squad
549,Jack Buttler,Domestic,103000,5000,108000,3,Active,71000,84.3,23.13,High-value starter
550,Jamie Root,Domestic,114000,5000,119000,2,Active,88000,75.1,22.78,High-value starter
551,Craig Bethell,Academy,151000,9000,160000,2,Expiring,103000,87.6,20.44,Elite / overseas-standard
552,Chris Broad,Overseas,74000,7000,81000,1,Active,56000,66.9,14.2,Strong squad asset
553,Virat Jadeja,Domestic,64000,8000,72000,1,Active,70000,65.3,10.52,Strong squad asset
554,Adil Woakes,Academy,64000,6000,70000,1,Active,54000,66.1,10.75,Strong squad asset
555,Nathan Richardson,Domestic,75000,10000,85000,1,Active,90000,65.3,12.12,Strong squad asset
556,Michael Sears,Overseas,30000,2000,32000,1,Active,17000,64.3,7.5,Development / squad
557,Reeza Maharaj,Domestic,49000,3000,52000,1,Active,33000,67.8,24.76,Strong squad asset
558,Shoaib Abbasi,Overseas,81000,10000,91000,1,Active,51000,77.0,16.6,High-value starter
559,Pathum Vandersay,Domestic,113000,8000,121000,3,Active,134000,83.6,30.05,High-value starter
560,Kieron Seales,Academy,107000,8000,115000,1,Active,73000,76.0,16.85,High-value starter
561,Adil Brook,Overseas,37000,6000,43000,1,Active,50000,64.7,13.42,Development / squad
562,Craig Salt,Overseas,52000,6000,58000,1,Active,45000,70.8,15.85,Strong squad asset
563,Joe Lawrence,Domestic,49000,7000,56000,2,Active,65000,74.4,15.03,Strong squad asset
564,Rehan Overton,Domestic,125000,7000,132000,3,Active,157000,85.1,21.84,Elite / overseas-standard
565,Arshdeep Gaikwad,Domestic,95000,8000,103000,3,Active,63000,81.8,18.55,High-value starter
566,Adil Lawrence,Academy,106000,17000,123000,2,Active,111000,77.8,27.12,High-value starter
567,Peter Green,Overseas,58000,7000,65000,1,Active,60000,71.2,20.52,Strong squad asset
568,Ben Ferguson,Overseas,60000,7000,67000,2,Active,75000,73.2,10.6,Strong squad asset
569,Quinton Shamsi,Domestic,42000,5000,47000,1,Released,25000,63.2,5.25,Development / squad
570,Asif Ayub,Domestic,95000,17000,112000,2,Active,72000,83.2,18.59,High-value starter
571,Chaturanga Vandersay,Domestic,32000,3000,35000,1,Released,40000,64.2,14.2,Development / squad
572,Kieron Chase,Domestic,72000,12000,84000,1,Active,61000,72.9,23.92,Strong squad asset
573,Rehan Brook,Domestic,97000,13000,110000,2,Active,127000,78.6,21.33,High-value starter
574,Jonny Wood,Academy,107000,10000,117000,2,Active,111000,76.6,24.28,High-value starter
575,Joe Ahmed,Academy,118000,11000,129000,3,Active,171000,82.3,9.65,High-value starter
576,Rehan Ali,Domestic,122000,23000,145000,2,Active,173000,76.2,26.06,High-value starter
577,Ravindra Bumrah,Overseas,86000,15000,101000,3,Active,117000,82.2,25.33,High-value starter
578,Rehan Bairstow,Domestic,77000,5000,82000,1,Active,57000,67.3,18.28,Strong squad asset
579,Aaron Short,Domestic,102000,7000,109000,3,Active,115000,82.4,25.59,High-value starter
580,Martin Blundell,Domestic,54000,3000,57000,2,Active,68000,70.7,5.94,Strong squad asset
581,Andile Parnell,Academy,100000,16000,116000,3,Active,137000,85.0,21.73,High-value starter
582,Fakhar Rizwan,Domestic,124000,12000,136000,2,Active,157000,75.3,26.3,High-value starter
583,Charith Nissanka,Academy,102000,19000,121000,1,Active,122000,78.2,5.56,High-value starter
584,Rovman Roach,Academy,94000,10000,104000,2,Released,124000,82.8,16.39,High-value starter
585,Ben Bairstow,Domestic,108000,10000,118000,2,Active,113000,81.9,14.85,High-value starter
586,Jos Potts,Overseas,53000,7000,60000,1,Active,44000,70.4,33.81,Strong squad asset
587,James Salt,Academy,47000,7000,54000,1,Active,52000,65.3,16.86,Strong squad asset
588,Zak Crawley,Domestic,49000,3000,52000,2,Expiring,46000,69.5,16.38,Strong squad asset
589,Rinku Sundar,Domestic,49000,3000,52000,1,Active,30000,73.6,13.81,Strong squad asset
590,Moeen Brook,Overseas,50000,7000,57000,1,Active,71000,65.6,16.96,Strong squad asset
591,Josh Starc,Domestic,49000,7000,56000,2,Active,42000,74.5,20.42,Strong squad asset
592,Kane Kuggeleijn,Overseas,108000,6000,114000,1,Active,132000,79.0,16.9,High-value starter
593,Tony Philander,Domestic,51000,7000,58000,1,Active,25000,70.9,11.26,Strong squad asset
594,Yasir Aslam,Domestic,95000,6000,101000,2,Active,112000,79.7,17.9,High-value starter
595,Angelo Shanaka,Domestic,76000,11000,87000,1,Active,113000,70.6,10.23,Strong squad asset
596,Nicholas Hope,Academy,61000,4000,65000,2,Active,53000,72.8,7.45,Strong squad asset
597,Dom Anderson,Domestic,110000,10000,120000,2,Expiring,70000,81.3,24.8,High-value starter
598,Mark Stokes,Academy,133000,26000,159000,2,Active,137000,85.8,23.92,Elite / overseas-standard
599,Jonny Ahmed,Domestic,24000,3000,27000,1,Active,20000,62.8,13.48,Development / squad
600,Rehan Archer,Academy,81000,13000,94000,1,Expiring,90000,80.0,22.65,High-value starter
601,Prithvi Pant,Domestic,50000,8000,58000,1,Active,30000,66.2,20.1,Strong squad asset
602,James Broad,Academy,92000,14000,106000,2,Active,85000,80.1,32.85,High-value starter
603,Alex Warner,Overseas,87000,7000,94000,1,Active,65000,76.4,9.85,High-value starter
604,Finn Ravindra,Academy,83000,4000,87000,3,Active,114000,78.0,25.51,High-value starter
605,Temba Hendricks,Overseas,49000,6000,55000,1,Active,61000,69.3,10.42,Strong squad asset
606,Sarfaraz Butt,Academy,100000,5000,105000,2,Expiring,145000,75.7,22.35,High-value starter
607,Chamika Karunaratne,Overseas,89000,9000,98000,2,Active,101000,77.2,21.86,High-value starter
608,Kavem Athanaze,Overseas,57000,7000,64000,1,Released,84000,73.4,10.24,Strong squad asset
609,Adil Ali,Domestic,102000,11000,113000,3,Active,93000,83.0,24.28,High-value starter
610,Jofra Rashid,Overseas,69000,11000,80000,1,Released,87000,67.4,37.42,Strong squad asset
611,Jack Curran,Academy,81000,4000,85000,1,Active,43000,77.1,35.05,High-value starter
612,Tom Bethell,Domestic,115000,14000,129000,1,Active,115000,75.2,32.67,High-value starter
613,Ravindra Siraj,Overseas,66000,7000,73000,1,Active,38000,69.5,9.67,Strong squad asset
614,Matt Salt,Domestic,47000,2000,49000,1,Active,66000,68.3,6.69,Strong squad asset
615,Sean Maxwell,Academy,119000,11000,130000,1,Active,150000,78.6,8.92,High-value starter
616,Daryl Young,Domestic,121000,18000,139000,1,Active,162000,75.4,30.34,High-value starter
617,Aiden Coetzee,Domestic,82000,5000,87000,2,Active,78000,75.7,21.79,High-value starter
618,Fakhar Shafique,Domestic,54000,8000,62000,1,Active,36000,71.5,8.13,Strong squad asset
619,Wanindu Shanaka,Academy,73000,5000,78000,1,Active,72000,69.4,21.63,Strong squad asset
620,Kieran Hosein,Academy,71000,9000,80000,2,Active,53000,70.7,9.08,Strong squad asset
621,Jos Curran,Domestic,88000,14000,102000,3,Expiring,108000,77.0,23.6,High-value starter
622,Jamie Broad,Domestic,89000,8000,97000,2,Active,91000,80.6,31.75,High-value starter
623,Liam Ahmed,Domestic,29000,4000,33000,1,Active,16000,64.9,14.6,Development / squad
624,Liam Lawrence,Academy,101000,10000,111000,3,Active,107000,82.7,17.81,High-value starter
625,Ravindra Patel,Domestic,35000,2000,37000,1,Active,48000,64.6,10.23,Development / squad
626,Tom Rashid,Domestic,96000,15000,111000,2,Active,130000,82.8,15.95,High-value starter
627,Adam Maxwell,Overseas,100000,8000,108000,2,Active,88000,79.6,16.88,High-value starter
628,Tom Blundell,Overseas,71000,5000,76000,1,Expiring,96000,66.5,11.58,Strong squad asset
629,Dean de Kock,Domestic,46000,4000,50000,2,Active,56000,73.3,21.29,Strong squad asset
630,Asif Khurram,Domestic,91000,12000,103000,2,Active,106000,80.1,16.94,High-value starter
631,Angelo Rajapaksa,Overseas,112000,8000,120000,2,Active,165000,81.8,9.33,High-value starter
632,Kieran Mayers,Overseas,120000,7000,127000,3,Active,93000,76.3,39.88,High-value starter
633,Jos Rashid,Domestic,62000,6000,68000,1,Active,31000,68.0,17.54,Strong squad asset
634,Ben Ahmed,Domestic,63000,8000,71000,1,Active,70000,68.3,13.03,Strong squad asset
635,James Carse,Domestic,48000,5000,53000,1,Released,71000,69.0,10.59,Strong squad asset
636,Joe Buttler,Domestic,31000,4000,35000,1,Active,40000,63.7,14.57,Development / squad
637,Kuldeep Varma,Overseas,103000,5000,108000,2,Active,75000,81.7,26.55,High-value starter
638,Jofra Bairstow,Academy,90000,15000,105000,3,Expiring,130000,82.3,16.54,High-value starter
639,Scott Abbott,Academy,92000,9000,101000,1,Active,74000,79.3,18.63,High-value starter
640,Neil Young,Academy,58000,11000,69000,1,Active,84000,73.6,17.54,Strong squad asset
641,Dean Markram,Overseas,80000,12000,92000,2,Active,113000,81.7,22.93,High-value starter
642,Naseem Shah,Academy,56000,10000,66000,2,Active,69000,71.9,24.03,Strong squad asset
643,Dushmantha Rajitha,Overseas,52000,7000,59000,1,Active,59000,68.3,8.46,Strong squad asset
644,Hayden Roach,Domestic,56000,7000,63000,2,Active,65000,71.2,7.71,Strong squad asset
645,Adil Root,Domestic,85000,7000,92000,1,Expiring,121000,75.7,13.54,High-value starter
646,Jamie Woakes,Academy,120000,20000,140000,2,Active,114000,80.4,15.83,High-value starter
647,Moeen Anderson,Domestic,65000,12000,77000,1,Active,82000,69.2,30.5,Strong squad asset
648,Jofra Broad,Overseas,158000,11000,169000,2,Active,152000,86.5,17.49,Elite / overseas-standard
649,Virat Kishan,Domestic,115000,14000,129000,3,Released,81000,80.8,31.3,High-value starter
650,Liam Rashid,Domestic,62000,7000,69000,1,Expiring,36000,66.1,4.87,Strong squad asset
651,Marcus Hazlewood,Academy,48000,7000,55000,2,Active,64000,74.4,29.92,Strong squad asset
652,Adam Kuggeleijn,Domestic,63000,4000,67000,1,Active,92000,70.0,16.64,Strong squad asset
653,Hashim Parnell,Academy,65000,3000,68000,2,Active,85000,72.5,33.41,Strong squad asset
654,Zafar Aslam,Domestic,71000,3000,74000,1,Active,67000,69.3,14.71,Strong squad asset
655,Akila Udana,Domestic,99000,11000,110000,1,Active,63000,75.9,24.0,High-value starter
656,Jason Motie,Domestic,85000,14000,99000,1,Released,53000,79.1,5.74,High-value starter
657,Jason Broad,Domestic,54000,8000,62000,2,Expiring,31000,68.4,9.75,Strong squad asset
658,Ollie Bethell,Academy,57000,5000,62000,1,Active,29000,67.2,16.04,Strong squad asset
659,Liam Sibley,Domestic,109000,20000,129000,2,Active,68000,80.3,23.35,High-value starter
660,Sam Lawrence,Domestic,153000,8000,161000,3,Active,102000,88.5,25.18,Elite / overseas-standard
661,Kuldeep Patel,Academy,57000,6000,63000,1,Active,56000,66.9,12.37,Strong squad asset
662,Adil Ahmed,Academy,124000,14000,138000,3,Active,174000,77.6,33.42,High-value starter
663,Adam Philippe,Overseas,66000,6000,72000,2,Expiring,35000,69.4,14.8,Strong squad asset
664,Mitchell Chapman,Overseas,25000,3000,28000,1,Active,19000,62.7,23.56,Development / squad
665,Wayne de Zorzi,Domestic,48000,8000,56000,1,Active,28000,65.2,12.34,Strong squad asset
666,Shan Saleem,Domestic,50000,5000,55000,2,Active,64000,70.0,21.5,Strong squad asset
667,Charith Dananjaya,Academy,91000,18000,109000,1,Active,47000,78.0,10.6,High-value starter
668,Kemar Sammy,Academy,50000,5000,55000,2,Active,49000,69.5,10.92,Strong squad asset
669,Craig Brook,Domestic,51000,4000,55000,2,Active,55000,71.3,14.69,Strong squad asset
670,Brydon Bairstow,Domestic,92000,5000,97000,2,Released,94000,79.2,16.69,High-value starter
671,James Woakes,Overseas,51000,8000,59000,1,Released,75000,68.3,11.68,Strong squad asset
672,Ollie Ahmed,Domestic,120000,17000,137000,2,Active,157000,78.5,22.09,High-value starter
673,Rinku Kishan,Domestic,47000,6000,53000,1,Released,41000,70.6,11.88,Strong squad asset
674,Harry Sibley,Domestic,103000,8000,111000,2,Active,127000,82.0,23.29,High-value starter
675,Aaron Tye,Academy,98000,5000,103000,3,Active,141000,80.1,34.21,High-value starter
676,Daryl Blundell,Academy,124000,23000,147000,2,Active,162000,78.5,16.65,High-value starter
677,Andile Jansen,Academy,48000,4000,52000,2,Active,28000,66.1,16.8,Strong squad asset
678,Wahab Azam,Academy,97000,8000,105000,1,Active,48000,78.3,19.99,High-value starter
679,Nuwan Chandimal,Overseas,44000,8000,52000,1,Active,27000,58.2,24.39,Development / squad
680,Akeal McCoy,Overseas,75000,14000,89000,1,Active,61000,71.6,12.41,Strong squad asset
681,Moeen Bairstow,Domestic,40000,2000,42000,1,Active,25000,59.9,18.74,Development / squad
682,Harry Crawley,Overseas,54000,9000,63000,1,Expiring,78000,71.8,11.87,Strong squad asset
683,Craig Rashid,Academy,50000,9000,59000,2,Active,30000,69.9,12.64,Strong squad asset
684,Zak Archer,Overseas,110000,10000,120000,3,Released,135000,82.6,22.78,High-value starter
685,Prasidh Sundar,Academy,121000,23000,144000,2,Active,81000,76.2,18.5,High-value starter
686,Mark Bethell,Domestic,64000,9000,73000,2,Active,56000,74.0,12.44,Strong squad asset
687,Mitchell Agar,Domestic,105000,8000,113000,3,Active,126000,77.1,28.25,High-value starter
688,Henry Williamson,Academy,54000,5000,59000,1,Released,79000,70.4,13.03,Strong squad asset
689,Hashim Bavuma,Domestic,114000,16000,130000,2,Expiring,167000,78.6,34.29,High-value starter
690,Saud Ahmed,Academy,134000,18000,152000,2,Expiring,85000,87.1,22.49,Elite / overseas-standard
691,Dilshan Shanaka,Domestic,56000,5000,61000,1,Active,63000,69.2,14.36,Strong squad asset
692,Andre Sammy,Academy,99000,14000,113000,2,Active,82000,77.2,32.7,High-value starter
693,James Bethell,Domestic,102000,8000,110000,2,Active,86000,83.5,6.35,High-value starter
694,Jason Root,Overseas,53000,8000,61000,1,Active,49000,66.3,11.28,Strong squad asset
695,Dom Rashid,Domestic,85000,15000,100000,3,Active,74000,84.0,6.01,High-value starter
696,James Anderson,Overseas,66000,8000,74000,1,Active,64000,67.7,26.44,Strong squad asset
697,KL Pandya,Domestic,55000,6000,61000,1,Active,29000,74.6,36.59,Strong squad asset
698,Harry Carse,Domestic,65000,5000,70000,1,Active,54000,72.5,33.14,Strong squad asset
699,Glenn Turner,Domestic,86000,13000,99000,3,Active,120000,81.7,23.33,High-value starter
700,Matt Young,Domestic,61000,8000,69000,1,Active,59000,68.8,14.16,Strong squad asset
701,Aiden Fortuin,Domestic,63000,12000,75000,1,Active,87000,73.6,13.49,Strong squad asset
702,Shan Iftikhar,Overseas,46000,2000,48000,1,Active,67000,72.3,10.29,Strong squad asset
703,Angelo Kumara,Domestic,56000,8000,64000,1,Active,68000,67.5,12.92,Strong squad asset
704,Fabian Motie,Academy,86000,7000,93000,2,Active,47000,75.2,10.25,High-value starter
705,Zak Overton,Domestic,47000,2000,49000,2,Active,27000,71.6,16.03,Strong squad asset
706,Tom Crawley,Domestic,124000,8000,132000,2,Active,141000,77.7,23.64,High-value starter
707,Mark Woakes,Domestic,94000,16000,110000,2,Active,84000,77.5,31.5,High-value starter
708,Ben Bethell,Overseas,73000,13000,86000,2,Active,83000,73.6,6.6,Strong squad asset
709,Mohammed Samson,Domestic,91000,9000,100000,2,Active,62000,75.3,26.11,High-value starter
710,Jonny Carse,Domestic,110000,12000,122000,2,Active,147000,83.3,25.38,High-value starter
711,Pat Wade,Domestic,71000,11000,82000,1,Active,41000,72.0,20.82,Strong squad asset
712,Henry Blundell,Academy,106000,11000,117000,2,Active,77000,78.3,13.06,High-value starter
713,Wayne Coetzee,Overseas,101000,17000,118000,2,Active,92000,80.0,7.98,High-value starter
714,Faheem Saleem,Overseas,98000,13000,111000,3,Active,78000,84.8,7.27,High-value starter
715,Dimuth Gunathilaka,Academy,95000,5000,100000,3,Active,96000,84.6,16.94,High-value starter
716,Dwayne Hosein,Overseas,171000,11000,182000,2,Active,115000,89.4,10.69,Elite / overseas-standard
717,Moeen Rashid,Domestic,117000,20000,137000,2,Active,108000,79.5,25.29,High-value starter
718,Jonny Broad,Academy,78000,8000,86000,1,Released,87000,69.9,9.67,Strong squad asset
719,Tom Carse,Domestic,85000,15000,100000,2,Expiring,48000,76.5,21.4,High-value starter
720,Sam Buttler,Domestic,70000,9000,79000,1,Active,94000,70.0,10.39,Strong squad asset
721,Deepak Pant,Domestic,171000,28000,199000,3,Active,174000,85.7,20.05,Elite / overseas-standard
722,Ben Woakes,Domestic,51000,5000,56000,2,Active,55000,67.6,42.36,Strong squad asset
723,Marnus Carey,Domestic,47000,8000,55000,1,Active,28000,66.3,7.56,Strong squad asset
724,Devon O'Rourke,Overseas,38000,3000,41000,1,Active,32000,63.8,18.95,Development / squad
725,Aiden Rickelton,Overseas,65000,7000,72000,1,Active,64000,66.3,15.28,Strong squad asset
726,Salman Saleem,Academy,41000,4000,45000,1,Active,37000,61.2,22.68,Development / squad
727,Sachith de Silva,Academy,49000,6000,55000,1,Active,26000,72.5,14.29,Strong squad asset
728,Kyle Pooran,Academy,72000,6000,78000,2,Active,102000,65.6,9.77,Strong squad asset
729,Brydon Sibley,Domestic,89000,8000,97000,3,Active,72000,81.4,27.27,High-value starter
730,James Roy,Academy,87000,13000,100000,3,Released,63000,78.5,26.48,High-value starter
731,Tom Anderson,Academy,87000,10000,97000,2,Active,66000,75.1,11.58,High-value starter
732,Moeen Pope,Domestic,73000,10000,83000,1,Active,68000,65.1,6.65,Strong squad asset
733,Suryakumar Gaikwad,Domestic,68000,10000,78000,1,Active,92000,69.5,8.87,Strong squad asset
734,Ollie Lawrence,Academy,63000,10000,73000,1,Active,76000,74.7,13.98,Strong squad asset
735,Usman Smith,Domestic,57000,4000,61000,1,Expiring,78000,65.6,19.09,Strong squad asset
736,Trent Sears,Overseas,168000,12000,180000,2,Expiring,117000,85.9,19.41,Elite / overseas-standard
737,Vernon du Plessis,Domestic,29000,2000,31000,1,Active,41000,61.3,19.65,Development / squad
738,Haris Azam,Academy,73000,5000,78000,1,Active,70000,65.7,9.02,Strong squad asset
739,Nuwan Rajitha,Academy,60000,11000,71000,2,Active,44000,68.3,45.71,Strong squad asset
740,Shamarh Mayers,Academy,96000,11000,107000,3,Released,93000,81.3,21.44,High-value starter
741,Jos Broad,Domestic,61000,4000,65000,2,Expiring,76000,69.2,15.57,Strong squad asset
742,Chris Lawrence,Academy,55000,3000,58000,1,Active,30000,68.2,15.44,Strong squad asset
743,Jamie Overton,Domestic,113000,16000,129000,1,Active,86000,77.2,26.38,High-value starter
744,Zak Brook,Academy,102000,5000,107000,2,Active,129000,76.1,5.5,High-value starter
745,Sanju Iyer,Domestic,90000,16000,106000,2,Active,99000,79.8,26.61,High-value starter
746,Ben Crawley,Domestic,120000,10000,130000,1,Active,96000,77.8,30.85,High-value starter
747,Usman Lyon,Domestic,58000,10000,68000,2,Expiring,55000,71.8,13.08,Strong squad asset
748,Mitchell Latham,Domestic,104000,9000,113000,1,Active,116000,75.4,37.74,High-value starter
749,Marco Shamsi,Domestic,76000,9000,85000,1,Active,102000,74.7,6.18,Strong squad asset
750,Faheem Afridi,Academy,108000,15000,123000,2,Active,86000,80.2,18.55,High-value starter
751,Kusal Karunaratne,Domestic,49000,2000,51000,1,Released,55000,69.5,8.22,Strong squad asset
752,Shamarh Hetmyer,Domestic,43000,3000,46000,1,Active,59000,64.2,23.06,Development / squad
753,Mark Curran,Domestic,66000,4000,70000,2,Active,92000,69.2,6.8,Strong squad asset
754,Matt Root,Academy,95000,9000,104000,3,Active,49000,77.8,25.3,High-value starter
755,Matt Carse,Domestic,86000,7000,93000,3,Active,76000,84.8,18.9,High-value starter
756,Moeen Ali,Academy,72000,11000,83000,1,Active,49000,73.4,11.4,Strong squad asset
757,Deepak Chahal,Academy,66000,10000,76000,1,Active,75000,66.7,14.53,Strong squad asset
758,Liam Buttler,Overseas,63000,11000,74000,2,Active,63000,73.2,21.05,Strong squad asset
759,Marnus Agar,Overseas,76000,13000,89000,1,Expiring,51000,73.2,12.22,Strong squad asset
760,Rachin Santner,Overseas,115000,13000,128000,2,Active,140000,81.3,26.26,High-value starter
761,Keshav Parnell,Academy,50000,9000,59000,1,Active,36000,73.9,26.21,Strong squad asset
762,Shaheen Ahmed,Academy,55000,9000,64000,1,Active,76000,71.7,8.21,Strong squad asset
763,Kusal Mathews,Domestic,53000,4000,57000,1,Active,71000,69.9,11.86,Strong squad asset
764,Dwayne Hetmyer,Domestic,71000,12000,83000,2,Active,102000,68.9,15.54,Strong squad asset
765,Tom Curran,Domestic,81000,14000,95000,1,Active,110000,80.3,26.0,High-value starter
766,Rehan Woakes,Academy,64000,6000,70000,2,Active,86000,69.4,4.31,Strong squad asset
767,Craig Stokes,Domestic,39000,7000,46000,1,Active,58000,60.8,25.16,Development / squad
768,Chris Bairstow,Domestic,75000,5000,80000,1,Expiring,51000,68.8,5.93,Strong squad asset
769,Washington Kishan,Domestic,56000,5000,61000,1,Released,45000,66.9,12.25,Strong squad asset
770,Jamie Anderson,Domestic,116000,13000,129000,1,Active,147000,78.3,24.29,High-value starter
771,Marnus Smith,Overseas,22000,3000,25000,1,Active,28000,58.4,13.87,Development / squad
772,Trent Munro,Domestic,118000,16000,134000,2,Active,106000,84.0,21.67,High-value starter
773,Aiden Bavuma,Domestic,49000,2000,51000,2,Active,60000,74.0,9.49,Strong squad asset
774,Faheem Gul,Overseas,97000,17000,114000,2,Active,100000,82.6,21.39,High-value starter
775,Dilshan Dickwella,Domestic,39000,5000,44000,1,Active,29000,64.8,16.55,Development / squad
776,Kieron Powell,Domestic,132000,9000,141000,3,Active,143000,85.4,7.22,Elite / overseas-standard
777,Liam Roy,Domestic,90000,15000,105000,2,Active,71000,83.4,19.44,High-value starter
778,Zak Pope,Domestic,112000,20000,132000,2,Released,94000,75.2,15.27,High-value starter
779,Craig Buttler,Domestic,112000,18000,130000,3,Active,157000,80.1,28.52,High-value starter
780,Sam Broad,Overseas,108000,5000,113000,2,Active,160000,79.3,21.56,High-value starter
781,Tilak Bishnoi,Domestic,37000,5000,42000,1,Active,24000,58.2,10.02,Development / squad
782,Ben Carse,Overseas,104000,16000,120000,3,Active,91000,75.8,29.47,High-value starter
783,Cameron Abbott,Overseas,137000,22000,159000,3,Active,149000,85.0,25.63,Elite / overseas-standard
784,Will Wagner,Academy,95000,6000,101000,1,Active,52000,75.3,14.48,High-value starter
785,Heinrich de Zorzi,Domestic,51000,5000,56000,1,Active,38000,72.4,5.29,Strong squad asset
786,Wahab Irfan,Academy,42000,3000,45000,1,Active,47000,63.0,9.37,Development / squad
787,Thisara Lakmal,Domestic,106000,15000,121000,2,Active,81000,80.7,25.47,High-value starter
788,Roston Mayers,Domestic,59000,10000,69000,1,Active,71000,68.3,16.69,Strong squad asset
789,Joe Broad,Domestic,100000,6000,106000,2,Active,69000,82.3,8.87,High-value starter
790,Chris Salt,Overseas,122000,20000,142000,1,Active,179000,76.7,12.38,High-value starter
791,Jofra Carse,Domestic,50000,7000,57000,1,Active,26000,68.6,15.7,Strong squad asset
792,Liam Bethell,Domestic,65000,9000,74000,2,Active,47000,73.8,33.7,Strong squad asset
793,Yuzvendra Bishnoi,Academy,62000,3000,65000,1,Active,66000,71.5,8.83,Strong squad asset
794,Matt Potts,Domestic,66000,12000,78000,2,Active,37000,70.5,4.23,Strong squad asset
795,Steve Hazlewood,Overseas,45000,7000,52000,1,Expiring,51000,71.1,10.76,Strong squad asset
796,Martin Ferguson,Overseas,41000,4000,45000,1,Released,31000,62.5,10.63,Development / squad
797,Quinton Markram,Domestic,43000,2000,45000,1,Active,23000,64.3,25.88,Development / squad
798,Naseem Shakeel,Domestic,64000,10000,74000,2,Active,79000,70.2,15.67,Strong squad asset
799,Pathum Chandimal,Domestic,111000,5000,116000,2,Active,127000,76.1,27.04,High-value starter
